onset	duration	face_or_object	dyn_or_static	button_pushed	stim_name
7.23399999999999	1.386	2	1	NaN	'8'
8.748	1.382	2	1	NaN	'3'
10.257	1.382	2	1	NaN	'6'
11.766	1.381	2	1	NaN	'2'
13.276	1.382	2	1	28	'1_dot'
14.786	1.382	2	1	NaN	'4'
16.295	1.382	2	1	NaN	'7'
17.802	1.382	2	1	NaN	'5'
19.355	1.375	2	0	NaN	'1'
20.879	1.375	2	0	NaN	'3'
22.404	1.375	2	0	28	'8_dot'
23.925	1.375	2	0	NaN	'2'
25.452	1.375	2	0	28	'7_dot'
26.976	1.375	2	0	NaN	'5'
28.493	1.375	2	0	NaN	'6'
30.015	1.375	2	0	NaN	'4'
31.528	1.38	1	1	28	'6s_dot'
33.034	1.381	1	1	NaN	'2d'
34.544	1.381	1	1	28	'5h_dot'
36.049	1.38	1	1	NaN	'3d'
37.555	1.38	1	1	NaN	'7f'
39.063	1.38	1	1	28	'4f_dot'
40.569	1.38	1	1	28	'1s_dot'
42.076	1.38	1	1	NaN	'8h'
43.604	1.375	1	0	NaN	'6f'
45.13	1.375	1	0	28	'7h_dot'
46.649	1.375	1	0	NaN	'4d'
48.168	1.375	1	0	NaN	'8h'
49.692	1.375	1	0	28	'3d_dot'
51.219	1.375	1	0	NaN	'2f'
52.737	1.375	1	0	NaN	'5s'
54.258	1.375	1	0	28	'1s_dot'
55.782	1.375	1	0	NaN	'3s'
57.305	1.375	1	0	28	'7d_dot'
58.839	1.375	1	0	28	'1h_dot'
60.355	1.375	1	0	NaN	'5f'
61.874	1.375	1	0	NaN	'4f'
63.4	1.375	1	0	28	'6s_dot'
64.922	1.375	1	0	28	'2h_dot'
66.441	1.375	1	0	NaN	'8d'
67.955	1.382	2	1	NaN	'1'
69.464	1.382	2	1	NaN	'2'
70.968	1.382	2	1	NaN	'8'
72.474	1.381	2	1	NaN	'7'
73.981	1.382	2	1	NaN	'6'
75.488	1.382	2	1	28	'3_dot'
76.996	1.382	2	1	NaN	'5'
78.504	1.382	2	1	28	'4_dot'
80.038	1.375	2	0	28	'1_dot'
81.558	1.375	2	0	NaN	'6'
83.082	1.375	2	0	NaN	'7'
84.605	1.375	2	0	NaN	'2'
86.124	1.375	2	0	28	'5_dot'
87.647	1.375	2	0	NaN	'4'
89.173	1.375	2	0	NaN	'8'
90.702	1.375	2	0	28	'3_dot'
92.214	1.382	2	1	28	'4_dot'
93.721	1.382	2	1	NaN	'8'
95.229	1.382	2	1	NaN	'7'
96.735	1.381	2	1	NaN	'1'
98.24	1.382	2	1	NaN	'3'
99.746	1.381	2	1	28	'5_dot'
101.254	1.382	2	1	NaN	'2'
102.762	1.382	2	1	NaN	'6'
104.296	1.375	2	0	NaN	'2'
105.824	1.375	2	0	NaN	'3'
107.353	1.375	2	0	28	'1_dot'
108.88	1.375	2	0	NaN	'6'
110.399	1.375	2	0	NaN	'8'
111.918	1.375	2	0	NaN	'7'
113.442	1.375	2	0	28	'5_dot'
114.969	1.375	2	0	28	'4_dot'
116.482	1.382	2	1	28	'5_dot'
117.99	1.381	2	1	NaN	'8'
119.497	1.381	2	1	NaN	'1'
121.003	1.382	2	1	NaN	'3'
122.511	1.382	2	1	NaN	'7'
124.02	1.382	2	1	28	'4_dot'
125.528	1.382	2	1	NaN	'2'
127.034	1.382	2	1	NaN	'6'
128.568	1.375	2	0	28	'5_dot'
130.09	1.375	2	0	NaN	'6'
131.612	1.375	2	0	28	'1_dot'
133.13	1.375	2	0	NaN	'4'
134.653	1.375	2	0	NaN	'7'
136.179	1.375	2	0	28	'2_dot'
137.696	1.375	2	0	NaN	'8'
139.219	1.375	2	0	28	'3_dot'
140.746	1.375	1	0	28	'1h_dot'
142.27	1.375	1	0	NaN	'8d'
143.791	1.375	1	0	28	'3h_dot'
145.308	1.375	1	0	NaN	'2d'
146.832	1.375	1	0	NaN	'5f'
148.358	1.375	1	0	NaN	'4s'
149.876	1.375	1	0	NaN	'6s'
151.396	1.375	1	0	NaN	'7f'
152.907	1.38	1	1	NaN	'5s'
154.412	1.38	1	1	28	'7d_dot'
155.918	1.379	1	1	NaN	'6h'
157.424	1.38	1	1	NaN	'1s'
158.93	1.38	1	1	NaN	'2h'
160.434	1.379	1	1	28	'3d_dot'
161.938	1.38	1	1	28	'8f_dot'
163.443	1.38	1	1	28	'4f_dot'
164.954	1.38	1	1	NaN	'5f'
166.46	1.379	1	1	28	'2h_dot'
167.963	1.38	1	1	NaN	'6s'
169.469	1.38	1	1	NaN	'7f'
170.975	1.38	1	1	NaN	'1h'
172.481	1.38	1	1	NaN	'4d'
173.986	1.379	1	1	NaN	'8s'
175.49	1.38	1	1	NaN	'3d'
177.017	1.375	1	0	28	'3s_dot'
178.537	1.375	1	0	NaN	'2s'
180.053	1.375	1	0	NaN	'5d'
181.576	1.375	1	0	28	'1h_dot'
183.101	1.375	1	0	28	'7f_dot'
184.627	1.375	1	0	NaN	'4f'
186.143	1.375	1	0	NaN	'8d'
187.664	1.375	1	0	NaN	'6h'
189.175	1.379	1	1	28	'4d_dot'
190.68	1.379	1	1	28	'6s_dot'
192.186	1.38	1	1	NaN	'2s'
193.691	1.379	1	1	NaN	'5f'
195.194	1.379	1	1	28	'8h_dot'
196.699	1.38	1	1	NaN	'3h'
198.206	1.38	1	1	NaN	'1d'
199.711	1.38	1	1	28	'7f_dot'
