onset	duration	identity	expression	caric_cond	button_pushed	stim_name
7.218	1.901	5	4	4	NaN	M017_happy_cars0001-0057_half.avi
9.653	1.908	5	4	3	NaN	M017_happy_antimcars0001-0057_half.avi
12.054	2.01000000000001	5	4	0	NaN	NULL
14.606	1.91	5	4	1	NaN	M017_happy_anticars0001-0057_half.avi
17.008	2.009	5	4	5	28	TARGET
19.56	1.91	5	4	2	NaN	M017_happy_antim_anticars0001-0057_half.avi
21.979	1.90199999999999	5	4	2	NaN	M017_happy_antim_anticars0001-0057_half.avi
24.404	1.90700000000001	5	4	3	NaN	M017_happy_antimcars0001-0057_half.avi
26.831	1.91	5	4	4	NaN	M017_happy_cars0001-0057_half.avi
29.234	2.009	5	4	5	28	TARGET
31.786	1.907	5	4	1	NaN	M017_happy_anticars0001-0057_half.avi
34.188	2.009	5	4	0	NaN	NULL
36.716	2.009	5	4	0	NaN	NULL
39.244	2.009	5	4	5	28	TARGET
41.8	1.91000000000001	5	4	3	NaN	M017_happy_antimcars0001-0057_half.avi
44.226	1.907	5	4	2	NaN	M017_happy_antim_anticars0001-0057_half.avi
46.657	1.91200000000001	5	4	4	NaN	M017_happy_cars0001-0057_half.avi
49.084	1.908	5	4	1	NaN	M017_happy_anticars0001-0057_half.avi
51.51	1.908	5	4	1	NaN	M017_happy_anticars0001-0057_half.avi
53.939	1.91	5	4	4	NaN	M017_happy_cars0001-0057_half.avi
56.368	1.91	5	4	2	NaN	M017_happy_antim_anticars0001-0057_half.avi
58.772	2.009	5	4	0	NaN	NULL
61.323	1.90599999999998	5	4	3	NaN	M017_happy_antimcars0001-0057_half.avi
63.727	2.00999999999999	5	4	5	28	TARGET
66.258	2.011	5	4	5	28	TARGET
68.818	1.91200000000001	5	4	4	NaN	M017_happy_cars0001-0057_half.avi
71.223	2.00999999999999	5	4	0	NaN	NULL
73.776	1.905	5	4	2	NaN	M017_happy_antim_anticars0001-0057_half.avi
76.207	1.90899999999999	5	4	1	NaN	M017_happy_anticars0001-0057_half.avi
78.637	1.90800000000002	5	4	3	NaN	M017_happy_antimcars0001-0057_half.avi
81.069	1.91	5	4	3	NaN	M017_happy_antimcars0001-0057_half.avi
83.497	1.905	5	4	1	NaN	M017_happy_anticars0001-0057_half.avi
85.926	1.90799999999999	5	4	2	NaN	M017_happy_antim_anticars0001-0057_half.avi
88.333	2.01000000000002	5	4	5	28	TARGET
90.865	2.00999999999999	5	4	0	NaN	NULL
93.422	1.90800000000002	5	4	4	NaN	M017_happy_cars0001-0057_half.avi
95.83	2.00999999999999	3	4	5	28	TARGET
98.387	1.905	3	4	4	NaN	F036_happy_cars0001-0057_half.avi
100.813	1.904	3	4	2	NaN	F036_happy_antim_anticars0001-0057_half.avi
103.243	1.90700000000001	3	4	1	NaN	F036_happy_anticars0001-0057_half.avi
105.669	1.90299999999999	3	4	3	NaN	F036_happy_antimcars0001-0057_half.avi
108.074	2.00899999999999	3	4	0	NaN	NULL
110.608	2.00900000000001	3	4	0	NaN	NULL
113.167	1.90699999999998	3	4	4	NaN	F036_happy_cars0001-0057_half.avi
115.572	2.00999999999999	3	4	5	28	TARGET
118.128	1.905	3	4	3	NaN	F036_happy_antimcars0001-0057_half.avi
120.556	1.90299999999999	3	4	1	NaN	F036_happy_anticars0001-0057_half.avi
122.985	1.90299999999999	3	4	2	NaN	F036_happy_antim_anticars0001-0057_half.avi
125.414	1.904	3	4	2	NaN	F036_happy_antim_anticars0001-0057_half.avi
127.839	1.899	3	4	3	NaN	F036_happy_antimcars0001-0057_half.avi
130.266	1.90099999999998	3	4	4	NaN	F036_happy_cars0001-0057_half.avi
132.673	2.00900000000001	3	4	0	NaN	NULL
135.209	2.00900000000001	3	4	5	28	TARGET
137.765	1.90299999999999	3	4	1	NaN	F036_happy_anticars0001-0057_half.avi
140.195	1.90600000000001	3	4	1	NaN	F036_happy_anticars0001-0057_half.avi
142.604	2.00999999999999	3	4	5	28	TARGET
145.143	2.00900000000001	3	4	0	NaN	NULL
147.701	1.904	3	4	2	NaN	F036_happy_antim_anticars0001-0057_half.avi
150.131	1.904	3	4	4	NaN	F036_happy_cars0001-0057_half.avi
152.563	1.904	3	4	3	NaN	F036_happy_antimcars0001-0057_half.avi
154.996	1.90400000000002	3	4	3	NaN	F036_happy_antimcars0001-0057_half.avi
157.407	2.00899999999999	3	4	5	28	TARGET
159.969	1.91	3	4	2	NaN	F036_happy_antim_anticars0001-0057_half.avi
162.382	2.00900000000001	3	4	0	NaN	NULL
164.943	1.90699999999998	3	4	1	NaN	F036_happy_anticars0001-0057_half.avi
167.373	1.90299999999999	3	4	4	NaN	F036_happy_cars0001-0057_half.avi
169.806	1.90600000000001	3	4	4	NaN	F036_happy_cars0001-0057_half.avi
172.24	1.905	3	4	1	NaN	F036_happy_anticars0001-0057_half.avi
174.653	2.00899999999999	3	4	0	NaN	NULL
177.215	1.90800000000002	3	4	3	NaN	F036_happy_antimcars0001-0057_half.avi
179.65	1.90499999999997	3	4	2	NaN	F036_happy_antim_anticars0001-0057_half.avi
182.064	2.01000000000002	3	4	5	28	TARGET
184.626	1.905	5	2	4	NaN	M017_disgust_cars0001-0057_half.avi
187.053	1.90300000000002	5	2	3	NaN	M017_disgust_antimcars0001-0057_half.avi
189.485	1.90499999999997	5	2	2	NaN	M017_disgust_antim_anticars0001-0057_half.avi
191.92	1.904	5	2	1	NaN	M017_disgust_anticars0001-0057_half.avi
194.334	2.00900000000001	5	2	5	28	TARGET
196.872	2.00900000000001	5	2	0	NaN	NULL
199.411	2.00900000000001	5	2	0	NaN	NULL
201.967	1.899	5	2	3	NaN	M017_disgust_antimcars0001-0057_half.avi
204.402	1.90300000000002	5	2	4	NaN	M017_disgust_cars0001-0057_half.avi
206.818	2.01000000000005	5	2	5	28	TARGET
209.379	1.90400000000005	5	2	1	NaN	M017_disgust_anticars0001-0057_half.avi
211.819	1.90800000000002	5	2	2	NaN	M017_disgust_antim_anticars0001-0057_half.avi
214.25	1.90100000000001	5	2	2	NaN	M017_disgust_antim_anticars0001-0057_half.avi
216.663	2.00900000000001	5	2	5	28	TARGET
219.223	1.90200000000004	5	2	3	NaN	M017_disgust_antimcars0001-0057_half.avi
221.639	2.00900000000001	5	2	0	NaN	NULL
224.2	1.90300000000002	5	2	4	NaN	M017_disgust_cars0001-0057_half.avi
226.634	1.90200000000004	5	2	1	NaN	M017_disgust_anticars0001-0057_half.avi
