onset	duration	face_or_object	dyn_or_static	button_pushed	stim_name
7.236	1.386	2	1	28	'4'
8.766	1.382	2	1	NaN	'6'
10.285	1.381	2	1	28	'2_dot'
11.801	1.383	2	1	28	'7_dot'
13.309	1.382	2	1	NaN	'3_dot'
14.82	1.382	2	1	NaN	'8'
16.33	1.382	2	1	NaN	'5'
17.837	1.382	2	1	28	'1_dot'
19.478	1.375	1	0	28	'4s_dot'
21.016	1.375	1	0	28	'3f_dot'
22.554	1.375	1	0	NaN	'8s'
24.079	1.375	1	0	NaN	'1d'
25.606	1.375	1	0	NaN	'5h'
27.13	1.375	1	0	NaN	'2f'
28.66	1.375	1	0	NaN	'6d'
30.191	1.375	1	0	28	'7h_dot'
31.703	1.382	2	1	NaN	'7'
33.214	1.382	2	1	28	'6_dot'
34.724	1.382	2	1	NaN	'3'
36.231	1.382	2	1	28	'8_dot'
37.741	1.382	2	1	NaN	'5'
39.251	1.38	2	1	NaN	'4'
40.758	1.382	2	1	28	'1_dot'
42.269	1.381	2	1	NaN	'2'
43.781	1.382	2	1	NaN	'8'
45.286	1.381	2	1	NaN	'2'
46.794	1.382	2	1	NaN	'3'
48.303	1.382	2	1	NaN	'1'
49.812	1.382	2	1	NaN	'6'
51.323	1.382	2	1	28	'5_dot'
52.833	1.382	2	1	NaN	'4'
54.341	1.382	2	1	NaN	'7'
55.85	1.379	1	1	28	'6s_dot'
57.357	1.38	1	1	NaN	'3d'
58.866	1.38	1	1	NaN	'7h'
60.374	1.38	1	1	28	'8s_dot'
61.883	1.38	1	1	NaN	'5h'
63.391	1.38	1	1	NaN	'1f'
64.899	1.38	1	1	28	'2d_dot'
66.398	1.38	1	1	28	'4f_dot'
67.906	1.382	2	1	28	'5_dot'
69.416	1.382	2	1	NaN	'2'
70.917	1.382	2	1	28	'1_dot'
72.415	1.382	2	1	NaN	'7'
73.925	1.382	2	1	28	'6_dot'
75.435	1.382	2	1	NaN	'8'
76.938	1.382	2	1	NaN	'3'
78.447	1.382	2	1	NaN	'4'
79.982	1.375	2	0	NaN	'7'
81.509	1.375	2	0	28	'3_dot'
83.03	1.375	2	0	NaN	'1'
84.556	1.375	2	0	28	'8_dot'
86.083	1.375	2	0	28	'5_dot'
87.609	1.375	2	0	NaN	'4'
89.14	1.375	2	0	28	'2_dot'
90.667	1.375	2	0	NaN	'6'
92.18	1.38	1	1	NaN	'6d'
93.691	1.38	1	1	28	'1f_dot'
95.198	1.38	1	1	28	'5h_dot'
96.708	1.38	1	1	NaN	'3f'
98.216	1.381	1	1	28	'7s_dot'
99.724	1.379	1	1	NaN	'2d'
101.229	1.38	1	1	NaN	'8h'
102.737	1.38	1	1	NaN	'4s'
104.264	1.375	2	0	NaN	'3'
105.79	1.375	2	0	NaN	'7'
107.315	1.375	2	0	NaN	'1'
108.845	1.375	2	0	NaN	'8'
110.36	1.375	2	0	NaN	'4'
111.885	1.375	2	0	NaN	'5'
113.407	1.375	2	0	NaN	'6'
114.926	1.375	2	0	28	'2_dot'
116.443	1.375	1	0	NaN	'6f'
117.971	1.375	1	0	NaN	'1h'
119.5	1.375	1	0	NaN	'4f'
121.032	1.375	1	0	28	'3s_dot'
122.554	1.375	1	0	NaN	'8h'
124.087	1.375	1	0	28	'7s_dot'
125.617	1.375	1	0	NaN	'2d'
127.147	1.375	1	0	NaN	'5d'
128.679	1.375	1	0	28	'5s_dot'
130.204	1.375	1	0	NaN	'2f'
131.738	1.375	1	0	28	'6s_dot'
133.265	1.375	1	0	NaN	'4d'
134.784	1.375	1	0	NaN	'8h'
136.308	1.375	1	0	NaN	'7d'
137.831	1.375	1	0	NaN	'1f'
139.353	1.375	1	0	NaN	'3h'
140.875	1.375	2	0	28	'8_dot'
142.394	1.375	2	0	NaN	'1'
143.919	1.375	2	0	NaN	'3'
145.428	1.375	2	0	NaN	'7'
146.951	1.375	2	0	NaN	'2'
148.481	1.375	2	0	28	'4_dot'
150.004	1.375	2	0	NaN	'5'
151.53	1.375	2	0	NaN	'6'
153.039	1.38	1	1	NaN	'8f'
154.545	1.379	1	1	NaN	'3f'
156.051	1.38	1	1	28	'6h_dot'
157.558	1.38	1	1	NaN	'7s'
159.066	1.379	1	1	NaN	'5d'
160.574	1.379	1	1	NaN	'1s'
162.08	1.38	1	1	NaN	'2d'
163.588	1.38	1	1	NaN	'4h'
165.107	1.375	2	0	NaN	'3'
166.629	1.375	2	0	NaN	'5'
168.159	1.375	2	0	28	'7_dot'
169.676	1.376	2	0	NaN	'4'
171.197	1.375	2	0	28	'2_dot'
172.707	1.375	2	0	NaN	'8'
174.243	1.375	2	0	28	'1_dot'
175.752	1.375	2	0	NaN	'6'
177.279	1.375	1	0	NaN	'4s'
178.805	1.375	1	0	NaN	'5f'
180.322	1.375	1	0	NaN	'8h'
181.849	1.375	1	0	28	'6d_dot'
183.371	1.375	1	0	28	'3d_dot'
184.895	1.375	1	0	NaN	'7f'
186.416	1.375	1	0	NaN	'1s'
187.939	1.375	1	0	28	'2h_dot'
189.447	1.38	1	1	NaN	'8d'
190.956	1.379	1	1	28	'6f'
192.462	1.38	1	1	NaN	'4s'
193.971	1.38	1	1	28	'5s_dot'
195.478	1.38	1	1	28	'1d_dot'
196.984	1.38	1	1	28	'7h_dot'
198.49	1.38	1	1	NaN	'3h'
199.994	1.38	1	1	NaN	'2f'
