onset	duration	identity	expression	caric_cond	button_pushed	stim_name
7.207	2.01	6	3	5	28	TARGET
9.76	1.907	6	3	4	NaN	M030_fear_cars0001-0057_half.avi
12.191	1.908	6	3	1	NaN	M030_fear_anticars0001-0057_half.avi
14.618	1.911	6	3	3	NaN	M030_fear_antimcars0001-0057_half.avi
17.02	2.009	6	3	0	NaN	NULL
19.573	1.911	6	3	2	NaN	M030_fear_antim_anticars0001-0057_half.avi
22.002	1.911	6	3	2	NaN	M030_fear_antim_anticars0001-0057_half.avi
24.429	1.911	6	3	4	NaN	M030_fear_cars0001-0057_half.avi
26.831	2.01	6	3	5	28	TARGET
29.36	2.01000000000001	6	3	0	NaN	NULL
31.914	1.91	6	3	3	NaN	M030_fear_antimcars0001-0057_half.avi
34.339	1.907	6	3	1	NaN	M030_fear_anticars0001-0057_half.avi
36.764	1.907	6	3	1	NaN	M030_fear_anticars0001-0057_half.avi
39.166	2.009	6	3	0	NaN	NULL
41.72	1.909	6	3	4	NaN	M030_fear_cars0001-0057_half.avi
44.145	1.907	6	3	2	NaN	M030_fear_antim_anticars0001-0057_half.avi
46.548	2.01	6	3	5	28	TARGET
49.106	1.911	6	3	3	NaN	M030_fear_antimcars0001-0057_half.avi
51.534	1.90799999999999	6	3	3	NaN	M030_fear_antimcars0001-0057_half.avi
53.937	2.00999999999999	6	3	5	28	TARGET
56.491	1.90700000000001	6	3	2	NaN	M030_fear_antim_anticars0001-0057_half.avi
58.919	1.908	6	3	1	NaN	M030_fear_anticars0001-0057_half.avi
61.347	1.907	6	3	4	NaN	M030_fear_cars0001-0057_half.avi
63.749	2.01000000000001	6	3	0	NaN	NULL
66.28	2.00999999999999	6	3	0	NaN	NULL
68.812	2.00999999999999	6	3	5	28	TARGET
71.372	1.911	6	3	1	NaN	M030_fear_anticars0001-0057_half.avi
73.799	1.90600000000001	6	3	2	NaN	M030_fear_antim_anticars0001-0057_half.avi
76.228	1.90599999999999	6	3	3	NaN	M030_fear_antimcars0001-0057_half.avi
78.652	1.90700000000001	6	3	4	NaN	M030_fear_cars0001-0057_half.avi
81.083	1.90900000000001	6	3	4	NaN	M030_fear_cars0001-0057_half.avi
83.513	1.90899999999999	6	3	3	NaN	M030_fear_antimcars0001-0057_half.avi
85.943	1.90900000000001	6	3	2	NaN	M030_fear_antim_anticars0001-0057_half.avi
88.349	2.01000000000001	6	3	0	NaN	NULL
90.905	1.907	6	3	1	NaN	M030_fear_anticars0001-0057_half.avi
93.312	2.00999999999999	6	3	5	28	TARGET
95.872	1.908	4	3	2	NaN	M002_fear_antim_anticars0001-0057_half.avi
98.279	2.00999999999999	4	3	5	28	TARGET
100.838	1.90599999999999	4	3	4	NaN	M002_fear_cars0001-0057_half.avi
103.265	1.905	4	3	1	NaN	M002_fear_anticars0001-0057_half.avi
105.673	2.01000000000001	4	3	0	NaN	NULL
108.233	1.90900000000001	4	3	3	NaN	M002_fear_antimcars0001-0057_half.avi
110.661	1.907	4	3	3	NaN	M002_fear_antimcars0001-0057_half.avi
113.069	2.01000000000002	4	3	5	28	TARGET
115.629	1.90700000000001	4	3	2	NaN	M002_fear_antim_anticars0001-0057_half.avi
118.038	2.01000000000002	4	3	0	NaN	NULL
120.598	1.90799999999999	4	3	1	NaN	M002_fear_anticars0001-0057_half.avi
123.025	1.90600000000001	4	3	4	NaN	M002_fear_cars0001-0057_half.avi
125.454	1.90600000000001	4	3	4	NaN	M002_fear_cars0001-0057_half.avi
127.863	2.00899999999999	4	3	0	NaN	NULL
130.398	2.00999999999999	4	3	5	28	TARGET
132.957	1.90600000000001	4	3	3	NaN	M002_fear_antimcars0001-0057_half.avi
135.39	1.90600000000001	4	3	2	NaN	M002_fear_antim_anticars0001-0057_half.avi
137.821	1.90600000000001	4	3	1	NaN	M002_fear_anticars0001-0057_half.avi
140.251	1.90199999999999	4	3	1	NaN	M002_fear_anticars0001-0057_half.avi
142.683	1.90700000000001	4	3	2	NaN	M002_fear_antim_anticars0001-0057_half.avi
145.115	1.904	4	3	3	NaN	M002_fear_antimcars0001-0057_half.avi
