onset	duration	face_or_object	dyn_or_static	button_pushed	stim_name
7.236	1.387	2	1	NaN	'4'
8.765	1.382	2	1	NaN	'6'
10.279	1.382	2	1	28	'2_dot'
11.798	1.382	2	1	28	'7_dot'
13.307	1.382	2	1	28	'3_dot'
14.811	1.38	2	1	NaN	'8'
16.322	1.382	2	1	NaN	'5'
17.832	1.382	2	1	28	'1_dot'
19.468	1.375	1	0	28	'4s_dot'
20.995	1.375	1	0	28	'3f_dot'
22.527	1.375	1	0	NaN	'8s'
24.048	1.375	1	0	NaN	'1d'
25.573	1.375	1	0	NaN	'5h'
27.099	1.375	1	0	NaN	'2f'
28.626	1.375	1	0	NaN	'6d'
30.145	1.375	1	0	28	'7h_dot'
31.661	1.382	2	1	NaN	'7'
33.17	1.382	2	1	28	'6_dot'
34.679	1.382	2	1	NaN	'3'
36.187	1.382	2	1	28	'8_dot'
37.694	1.382	2	1	NaN	'5'
39.203	1.382	2	1	NaN	'4'
40.712	1.381	2	1	28	'1_dot'
42.219	1.382	2	1	NaN	'2'
43.733	1.381	2	1	NaN	'8'
45.24	1.382	2	1	NaN	'2'
46.749	1.382	2	1	NaN	'3'
48.258	1.381	2	1	NaN	'1'
49.768	1.382	2	1	NaN	'6'
51.277	1.381	2	1	28	'5_dot'
52.785	1.382	2	1	NaN	'4'
54.294	1.382	2	1	NaN	'7'
55.81	1.38	1	1	28	'6s_dot'
57.317	1.379	1	1	NaN	'3d'
58.822	1.38	1	1	NaN	'7h'
60.329	1.38	1	1	28	'8s_dot'
61.837	1.38	1	1	NaN	'5h'
63.343	1.379	1	1	NaN	'1f'
64.845	1.38	1	1	28	'2d_dot'
66.351	1.38	1	1	28	'4f_dot'
67.865	1.382	2	1	28	'5_dot'
69.373	1.382	2	1	NaN	'2'
70.88	1.382	2	1	28	'1_dot'
72.387	1.382	2	1	NaN	'7'
73.897	1.382	2	1	28	'6_dot'
75.405	1.382	2	1	NaN	'8'
76.915	1.382	2	1	NaN	'3'
78.424	1.382	2	1	NaN	'4'
79.958	1.375	2	0	NaN	'7'
81.48	1.375	2	0	28	'3_dot'
82.998	1.375	2	0	NaN	'1'
84.521	1.375	2	0	28	'8_dot'
86.05	1.375	2	0	28	'5_dot'
87.576	1.375	2	0	NaN	'4'
89.1	1.375	2	0	28	'2_dot'
90.618	1.375	2	0	NaN	'6'
92.132	1.38	1	1	NaN	'6d'
93.639	1.38	1	1	28	'1f_dot'
95.147	1.38	1	1	28	'5h_dot'
96.651	1.38	1	1	NaN	'3f'
98.158	1.38	1	1	28	'7s_dot'
99.665	1.379	1	1	NaN	'2d'
101.169	1.38	1	1	NaN	'8h'
102.673	1.38	1	1	NaN	'4s'
104.201	1.376	2	0	NaN	'3'
105.729	1.375	2	0	NaN	'7'
107.258	1.375	2	0	NaN	'1'
108.787	1.375	2	0	NaN	'8'
110.305	1.375	2	0	NaN	'4'
111.828	1.375	2	0	NaN	'5'
113.35	1.375	2	0	NaN	'6'
114.878	1.375	2	0	28	'2_dot'
116.4	1.375	1	0	NaN	'6f'
117.918	1.375	1	0	NaN	'1h'
119.441	1.375	1	0	NaN	'4f'
120.969	1.375	1	0	28	'3s_dot'
122.488	1.375	1	0	NaN	'8h'
124.009	1.375	1	0	28	'7s_dot'
125.531	1.375	1	0	NaN	'2d'
127.059	1.375	1	0	NaN	'5d'
128.589	1.375	1	0	28	'5s_dot'
130.113	1.375	1	0	NaN	'2f'
131.635	1.375	1	0	28	'6s_dot'
133.155	1.375	1	0	NaN	'4d'
134.679	1.375	1	0	NaN	'8h'
136.205	1.375	1	0	NaN	'7d'
137.723	1.375	1	0	NaN	'1f'
139.244	1.375	1	0	NaN	'3h'
140.773	1.375	2	0	28	'8_dot'
142.298	1.375	2	0	NaN	'1'
143.83	1.375	2	0	NaN	'3'
145.361	1.375	2	0	NaN	'7'
146.891	1.375	2	0	NaN	'2'
148.422	1.375	2	0	28	'4_dot'
149.949	1.375	2	0	NaN	'5'
151.477	1.375	2	0	NaN	'6'
152.992	1.38	1	1	NaN	'8f'
154.499	1.379	1	1	NaN	'3f'
156.006	1.379	1	1	28	'6h_dot'
157.51	1.379	1	1	NaN	'7s'
159.014	1.38	1	1	NaN	'5d'
160.516	1.38	1	1	NaN	'1s'
162.017	1.38	1	1	NaN	'2d'
163.523	1.379	1	1	NaN	'4h'
165.053	1.375	2	0	NaN	'3'
166.575	1.375	2	0	NaN	'5'
168.102	1.375	2	0	28	'7_dot'
169.629	1.375	2	0	NaN	'4'
171.155	1.375	2	0	28	'2_dot'
172.675	1.375	2	0	NaN	'8'
174.201	1.375	2	0	28	'1_dot'
175.725	1.375	2	0	NaN	'6'
177.256	1.375	1	0	NaN	'4s'
178.778	1.375	1	0	NaN	'5f'
180.299	1.375	1	0	NaN	'8h'
181.818	1.375	1	0	28	'6d_dot'
183.342	1.375	1	0	28	'3d_dot'
184.865	1.375	1	0	NaN	'7f'
186.381	1.375	1	0	NaN	'1s'
187.902	1.375	1	0	28	'2h_dot'
189.416	1.38	1	1	NaN	'8d'
190.921	1.38	1	1	NaN	'6f'
192.427	1.38	1	1	NaN	'4s'
193.932	1.38	1	1	28	'5s_dot'
195.438	1.38	1	1	28	'1d_dot'
196.945	1.379	1	1	28	'7h_dot'
198.451	1.38	1	1	NaN	'3h'
199.957	1.38	1	1	NaN	'2f'
