onset	duration	face_or_object	dyn_or_static	button_pushed	stim_name
7.24399999999998	1.386	2	1	28	'4'
8.77299999999998	1.382	2	1	NaN	'6'
10.295	1.381	2	1	28	'2_dot'
11.81	1.382	2	1	28	'7_dot'
13.321	1.381	2	1	28	'3_dot'
14.83	1.382	2	1	NaN	'8'
16.341	1.381	2	1	NaN	'5'
17.853	1.381	2	1	28	'1_dot'
19.509	1.375	1	0	28	'4s_dot'
21.052	1.375	1	0	28	'3f_dot'
22.592	1.375	1	0	NaN	'8s'
24.117	1.375	1	0	NaN	'1d'
25.644	1.375	1	0	NaN	'5h'
27.169	1.375	1	0	NaN	'2f'
28.698	1.375	1	0	NaN	'6d'
30.231	1.375	1	0	28	'7h_dot'
31.74	1.381	2	1	NaN	'7'
33.25	1.382	2	1	28	'6_dot'
34.758	1.382	2	1	NaN	'3'
36.265	1.382	2	1	28	'8_dot'
37.771	1.382	2	1	NaN	'5'
39.28	1.381	2	1	NaN	'4'
40.789	1.381	2	1	28	'1_dot'
42.296	1.382	2	1	NaN	'2'
43.806	1.382	2	1	NaN	'8'
45.314	1.382	2	1	NaN	'2'
46.821	1.382	2	1	NaN	'3'
48.329	1.381	2	1	NaN	'1'
49.838	1.382	2	1	NaN	'6'
51.348	1.382	2	1	28	'5_dot'
52.854	1.382	2	1	NaN	'4'
54.36	1.382	2	1	NaN	'7'
55.875	1.379	1	1	28	'6s_dot'
57.382	1.38	1	1	NaN	'3d'
58.89	1.38	1	1	NaN	'7h'
60.397	1.38	1	1	28	'8s_dot'
61.905	1.38	1	1	NaN	'5h'
63.413	1.38	1	1	NaN	'1f'
64.919	1.379	1	1	28	'2d_dot'
66.427	1.38	1	1	28	'4f_dot'
67.938	1.381	2	1	28	'5_dot'
69.444	1.382	2	1	NaN	'2'
70.951	1.382	2	1	28	'1_dot'
72.458	1.381	2	1	NaN	'7'
73.966	1.382	2	1	28	'6_dot'
75.474	1.382	2	1	NaN	'8'
76.984	1.382	2	1	NaN	'3'
78.492	1.381	2	1	NaN	'4'
80.025	1.375	2	0	NaN	'7'
81.558	1.375	2	0	28	'3_dot'
83.088	1.375	2	0	NaN	'1'
84.619	1.375	2	0	28	'8_dot'
86.15	1.375	2	0	28	'5_dot'
87.679	1.375	2	0	NaN	'4'
89.21	1.375	2	0	28	'2_dot'
90.738	1.375	2	0	NaN	'6'
92.249	1.38	1	1	NaN	'6d'
93.757	1.381	1	1	28	'1f_dot'
95.265	1.38	1	1	28	'5h_dot'
96.773	1.38	1	1	NaN	'3f'
98.275	1.38	1	1	28	'7s_dot'
99.78	1.379	1	1	NaN	'2d'
101.287	1.379	1	1	NaN	'8h'
102.793	1.38	1	1	NaN	'4s'
104.326	1.375	2	0	NaN	'3'
105.845	1.375	2	0	NaN	'7'
107.364	1.375	2	0	NaN	'1'
108.89	1.375	2	0	NaN	'8'
110.414	1.375	2	0	NaN	'4'
111.937	1.375	2	0	NaN	'5'
113.456	1.375	2	0	NaN	'6'
114.981	1.375	2	0	28	'2_dot'
116.511	1.375	1	0	NaN	'6f'
118.038	1.375	1	0	NaN	'1h'
119.567	1.375	1	0	NaN	'4f'
121.099	1.375	1	0	28	'3s_dot'
122.628	1.375	1	0	NaN	'8h'
124.16	1.375	1	0	28	'7s_dot'
125.688	1.375	1	0	NaN	'2d'
127.217	1.375	1	0	NaN	'5d'
128.751	1.375	1	0	28	'5s_dot'
130.273	1.375	1	0	NaN	'2f'
131.807	1.375	1	0	28	'6s_dot'
133.335	1.375	1	0	NaN	'4d'
134.852	1.375	1	0	NaN	'8h'
136.374	1.375	1	0	NaN	'7d'
137.9	1.375	1	0	NaN	'1f'
139.427	1.375	1	0	NaN	'3h'
140.957	1.375	2	0	28	'8_dot'
142.483	1.375	2	0	NaN	'1'
144.006	1.375	2	0	NaN	'3'
145.524	1.375	2	0	NaN	'7'
147.05	1.375	2	0	NaN	'2'
148.581	1.375	2	0	28	'4_dot'
150.105	1.375	2	0	NaN	'5'
151.625	1.375	2	0	NaN	'6'
153.137	1.38	1	1	NaN	'8f'
154.641	1.38	1	1	NaN	'3f'
156.146	1.379	1	1	28	'6h_dot'
157.652	1.38	1	1	NaN	'7s'
159.159	1.38	1	1	NaN	'5d'
160.666	1.38	1	1	NaN	'1s'
162.171	1.379	1	1	NaN	'2d'
163.676	1.379	1	1	NaN	'4h'
165.201	1.376	2	0	NaN	'3'
166.724	1.375	2	0	NaN	'5'
168.257	1.375	2	0	28	'7_dot'
169.775	1.375	2	0	NaN	'4'
171.296	1.375	2	0	28	'2_dot'
172.815	1.375	2	0	NaN	'8'
174.347	1.375	2	0	28	'1_dot'
175.873	1.375	2	0	NaN	'6'
177.407	1.375	1	0	NaN	'4s'
178.935	1.375	1	0	NaN	'5f'
180.453	1.375	1	0	NaN	'8h'
181.98	1.375	1	0	28	'6d_dot'
183.506	1.375	1	0	28	'3d_dot'
185.029	1.375	1	0	NaN	'7f'
186.557	1.375	1	0	NaN	'1s'
188.087	1.375	1	0	28	'2h_dot'
189.597	1.38	1	1	NaN	'8d'
191.101	1.38	1	1	NaN	'6f'
192.608	1.38	1	1	NaN	'4s'
194.114	1.38	1	1	28	'5s_dot'
195.62	1.38	1	1	28	'1d_dot'
197.125	1.38	1	1	28	'7h_dot'
198.63	1.38	1	1	NaN	'3h'
200.136	1.38	1	1	NaN	'2f'
