onset	duration	face_or_object	dyn_or_static	button_pushed	stim_name
7.258	1.375	1	0	NaN	'4h'
8.796	1.375	1	0	NaN	'2h'
10.319	1.375	1	0	NaN	'7d'
11.843	1.375	1	0	NaN	'5s'
13.36	1.375	1	0	NaN	'1d'
14.88	1.375	1	0	NaN	'8f'
16.405	1.375	1	0	NaN	'3s'
17.923	1.375	1	0	NaN	'6f'
19.444	1.375	2	0	NaN	'6'
20.969	1.375	2	0	28	'7_dot'
22.493	1.375	2	0	NaN	'5'
24.013	1.375	2	0	NaN	'3'
25.537	1.375	2	0	28	'8_dot'
27.058	1.375	2	0	NaN	'2'
28.583	1.375	2	0	28	'1_dot'
30.103	1.375	2	0	28	'4_dot'
31.61	1.385	1	1	NaN	'6d'
33.123	1.379	1	1	NaN	'4h'
34.627	1.38	1	1	NaN	'1f'
36.132	1.38	1	1	NaN	'8h'
37.638	1.379	1	1	NaN	'7s'
39.143	1.379	1	1	NaN	'2f'
40.647	1.38	1	1	28	'3s_dot'
42.15	1.379	1	1	28	'5d_dot'
43.679	1.375	1	0	NaN	'6s'
45.203	1.375	1	0	NaN	'5d'
46.723	1.375	1	0	NaN	'4d'
48.242	1.375	1	0	NaN	'2s'
49.766	1.375	1	0	NaN	'3h'
51.287	1.375	1	0	28	'8f_dot'
52.805	1.375	1	0	28	'7f_dot'
54.326	1.375	1	0	NaN	'1h'
55.854	1.375	2	0	NaN	'3'
57.374	1.375	2	0	NaN	'6'
58.893	1.375	2	0	NaN	'2'
60.416	1.375	2	0	NaN	'1'
61.938	1.375	2	0	28	'7_dot'
63.455	1.375	2	0	NaN	'8'
64.977	1.375	2	0	NaN	'4'
66.505	1.375	2	0	28	'5_dot'
68.03	1.375	2	0	28	'6_dot'
69.547	1.375	2	0	NaN	'7'
71.068	1.375	2	0	NaN	'4'
72.592	1.375	2	0	NaN	'8'
74.111	1.375	2	0	NaN	'3'
75.631	1.375	2	0	NaN	'5'
77.156	1.375	2	0	NaN	'2'
78.681	1.375	2	0	NaN	'1'
80.204	1.375	2	0	28	'6_dot'
81.722	1.375	2	0	NaN	'5'
83.243	1.375	2	0	NaN	'2'
84.76	1.375	2	0	NaN	'3'
86.279	1.375	2	0	NaN	'8'
87.806	1.375	2	0	28	'7_dot'
89.331	1.375	2	0	NaN	'1'
90.849	1.375	2	0	NaN	'4'
92.355	1.38	1	1	28	'2d_dot'
93.861	1.38	1	1	28	'3s_dot'
95.367	1.38	1	1	NaN	'4f'
96.87	1.38	1	1	NaN	'5h'
98.372	1.38	1	1	NaN	'7s'
99.873	1.379	1	1	NaN	'1f'
101.373	1.38	1	1	28	'8d_dot'
102.879	1.38	1	1	NaN	'6h_dot'
104.403	1.375	1	0	NaN	'4d'
105.925	1.375	1	0	NaN	'1h'
107.446	1.375	1	0	28	'7f_dot'
108.964	1.375	1	0	NaN	'6f'
110.486	1.375	1	0	NaN	'5s'
112.011	1.375	1	0	NaN	'3h'
113.532	1.375	1	0	NaN	'8d'
115.062	1.375	1	0	28	'2s_dot'
116.574	1.382	2	1	NaN	'7'
118.08	1.381	2	1	NaN	'6'
119.586	1.382	2	1	NaN	'4'
121.094	1.382	2	1	28	'8_dot'
122.602	1.382	2	1	NaN	'3'
124.108	1.382	2	1	NaN	'1'
125.61	1.382	2	1	NaN	'5'
127.118	1.382	2	1	NaN	'2'
128.63	1.382	2	1	28	'3_dot'
130.136	1.382	2	1	NaN	'8'
131.644	1.382	2	1	NaN	'6'
133.153	1.381	2	1	NaN	'2'
134.661	1.382	2	1	28	'7_dot'
136.167	1.381	2	1	NaN	'4'
137.675	1.382	2	1	28	'5_dot'
139.183	1.382	2	1	NaN	'1'
140.694	1.382	2	1	NaN	'2'
142.2	1.382	2	1	28	'1_dot'
143.708	1.381	2	1	NaN	'3'
145.216	1.382	2	1	28	'8_dot'
146.723	1.382	2	1	NaN	'4'
148.231	1.382	2	1	28	'7_dot'
149.739	1.382	2	1	NaN	'6'
151.248	1.381	2	1	28	'5_dot'
152.76	1.38	1	1	28	'5h_dot'
154.262	1.379	1	1	NaN	'4d'
155.764	1.379	1	1	NaN	'8f'
157.267	1.379	1	1	NaN	'7d'
158.774	1.38	1	1	NaN	'2s'
160.28	1.379	1	1	NaN	'1f'
161.785	1.379	1	1	28	'3s_dot'
163.289	1.38	1	1	NaN	'6h'
164.794	1.379	1	1	NaN	'3d'
166.3	1.38	1	1	NaN	'8f'
167.807	1.378	1	1	28	'5s_dot'
169.312	1.38	1	1	NaN	'6h'
170.817	1.38	1	1	NaN	'1d'
172.322	1.38	1	1	28	'4s_dot'
173.827	1.38	1	1	28	'7f_dot'
175.334	1.38	1	1	NaN	'2h'
176.844	1.382	2	1	NaN	'3'
178.351	1.382	2	1	NaN	'4'
179.86	1.382	2	1	NaN	'5'
181.369	1.382	2	1	NaN	'7'
182.878	1.382	2	1	NaN	'2'
184.383	1.382	2	1	NaN	'1'
185.893	1.382	2	1	NaN	'6'
187.402	1.382	2	1	28	'8_dot'
188.937	1.375	1	0	28	'6f_dot'
190.463	1.375	1	0	NaN	'1h'
191.985	1.375	1	0	NaN	'7s'
193.506	1.375	1	0	NaN	'8d'
195.03	1.375	1	0	NaN	'4h'
196.557	1.375	1	0	28	'3f_dot'
198.087	1.375	1	0	28	'2d_dot'
199.617	1.375	1	0	NaN	'5s'
