onset	duration	face_or_object	dyn_or_static	button_pushed	stim_name
7.268	1.375	2	0	NaN	'2'
8.802	1.375	2	0	28	'8_dot'
10.326	1.375	2	0	NaN	'1'
11.849	1.375	2	0	NaN	'6'
13.375	1.375	2	0	NaN	'4'
14.904	1.375	2	0	28	'7_dot'
16.424	1.375	2	0	NaN	'3'
17.946	1.375	2	0	28	'5_dot'
19.473	1.375	2	0	28	'2_dot'
20.997	1.375	2	0	NaN	'7'
22.523	1.375	2	0	28	'6_dot'
24.044	1.375	2	0	NaN	'3'
25.563	1.375	2	0	NaN	'5'
27.09	1.375	2	0	NaN	'8'
28.614	1.375	2	0	NaN	'4'
30.137	1.375	2	0	NaN	'1'
31.642	1.385	1	1	NaN	'4f'
33.154	1.38	1	1	NaN	'3s'
34.662	1.38	1	1	NaN	'8f'
36.17	1.38	1	1	28	'2h_dot'
37.676	1.38	1	1	28	'5d_dot'
39.183	1.379	1	1	28	'1s_dot'
40.685	1.38	1	1	NaN	'6h'
42.192	1.379	1	1	NaN	'7d'
43.702	1.382	2	1	NaN	'6'
45.213	1.381	2	1	28	'8_dot'
46.721	1.383	2	1	NaN	'7'
48.232	1.381	2	1	28	'5_dot'
49.737	1.382	2	1	NaN	'3'
51.242	1.382	2	1	NaN	'2'
52.751	1.382	2	1	28	'4_dot'
54.259	1.382	2	1	NaN	'1'
55.792	1.375	1	0	28	'2d_dot'
57.309	1.375	1	0	NaN	'6h'
58.833	1.375	1	0	28	'8f_dot'
60.356	1.375	1	0	NaN	'5d'
61.885	1.375	1	0	28	'7s_dot'
63.408	1.375	1	0	NaN	'3s'
64.928	1.375	1	0	NaN	'4h'
66.452	1.375	1	0	28	'1f_dot'
67.98	1.375	2	0	28	'8_dot'
69.505	1.375	2	0	NaN	'2'
71.028	1.375	2	0	28	'6_dot'
72.547	1.375	2	0	NaN	'5'
74.068	1.375	2	0	28	'1_dot'
75.597	1.375	2	0	28	'3_dot'
77.125	1.375	2	0	NaN	'7'
78.653	1.375	2	0	NaN	'4'
80.179	1.375	2	0	NaN	'8'
81.7	1.375	2	0	28	'5_dot'
83.224	1.375	2	0	28	'6_dot'
84.747	1.375	2	0	NaN	'2'
86.273	1.375	2	0	NaN	'4'
87.794	1.375	2	0	NaN	'3'
89.314	1.375	2	0	NaN	'1'
90.839	1.375	2	0	NaN	'7'
92.37	1.375	1	0	28	'4h_dot'
93.897	1.375	1	0	NaN	'2f'
95.424	1.375	1	0	NaN	'1d'
96.944	1.375	1	0	NaN	'7s'
98.466	1.375	1	0	28	'6d_dot'
99.99	1.375	1	0	NaN	'5h'
101.516	1.375	1	0	NaN	'8f'
103.04	1.375	1	0	NaN	'3s'
104.549	1.382	2	1	28	'3_dot'
106.056	1.382	2	1	28	'4_dot'
107.564	1.381	2	1	28	'6_dot'
109.071	1.381	2	1	NaN	'7'
110.577	1.382	2	1	NaN	'5'
112.082	1.381	2	1	NaN	'2'
113.59	1.382	2	1	28	'8_dot'
115.097	1.382	2	1	NaN	'1'
116.607	1.382	2	1	28	'2_dot'
118.112	1.382	2	1	NaN	'3'
119.622	1.382	2	1	28	'4_dot'
121.13	1.382	2	1	NaN	'1'
122.638	1.381	2	1	NaN	'7'
124.142	1.382	2	1	NaN	'6'
125.65	1.382	2	1	28	'5_dot'
127.159	1.382	2	1	NaN	'8'
128.672	1.38	1	1	NaN	'8h'
130.179	1.38	1	1	NaN	'3s'
131.686	1.38	1	1	28	'6f_dot'
133.193	1.38	1	1	28	'4f_dot'
134.697	1.38	1	1	28	'5d_dot'
136.203	1.38	1	1	NaN	'7h'
137.709	1.38	1	1	28	'2s_dot'
139.215	1.38	1	1	NaN	'1d'
140.724	1.382	2	1	28	'6_dot'
142.23	1.382	2	1	NaN	'3'
143.732	1.381	2	1	28	'7_dot'
145.239	1.382	2	1	28	'5_dot'
146.747	1.382	2	1	NaN	'8'
148.254	1.382	2	1	NaN	'4'
149.762	1.382	2	1	28	'2_dot'
151.269	1.382	2	1	28	'1_dot'
152.797	1.375	1	0	NaN	'7h'
154.32	1.375	1	0	28	'8f_dot'
155.847	1.375	1	0	NaN	'6d'
157.377	1.375	1	0	NaN	'3s'
158.905	1.375	1	0	NaN	'2s'
160.426	1.375	1	0	28	'5d_dot'
161.946	1.375	1	0	NaN	'1h'
163.47	1.375	1	0	NaN	'4f'
164.999	1.375	1	0	NaN	'2d'
166.529	1.375	1	0	28	'4d_dot'
168.056	1.375	1	0	NaN	'1h'
169.575	1.375	1	0	NaN	'3f'
171.094	1.375	1	0	NaN	'6s'
172.618	1.375	1	0	NaN	'8h'
174.146	1.375	1	0	NaN	'7s'
175.672	1.375	1	0	NaN	'5f'
177.181	1.38	1	1	NaN	'4d'
178.687	1.38	1	1	NaN	'3s'
180.195	1.38	1	1	NaN	'2f'
181.701	1.38	1	1	28	'8d_dot'
183.207	1.38	1	1	28	'6s_dot'
184.711	1.38	1	1	NaN	'1f'
186.214	1.38	1	1	NaN	'7h'
187.72	1.38	1	1	28	'5h_dot'
189.231	1.379	1	1	28	'2f_dot'
190.735	1.38	1	1	NaN	'8d'
192.242	1.379	1	1	NaN	'1s'
193.748	1.38	1	1	NaN	'3d'
195.255	1.38	1	1	NaN	'7s'
196.761	1.38	1	1	NaN	'6f'
198.266	1.379	1	1	NaN	'5h'
199.772	1.38	1	1	NaN	'4h'
