onset	duration	identity	expression	caric_cond	button_pushed	stim_name
7.217	1.90000000000001	2	4	3	NaN	F028_happy_antimcars0001-0057_half.avi
9.626	2.011	2	4	5	28	TARGET
12.181	1.90600000000001	2	4	2	NaN	F028_happy_antim_anticars0001-0057_half.avi
14.582	2.009	2	4	0	NaN	NULL
17.134	1.90899999999999	2	4	4	NaN	F028_happy_cars0001-0057_half.avi
19.56	1.90899999999999	2	4	1	NaN	F028_happy_anticars0001-0057_half.avi
21.986	1.90900000000001	2	4	1	NaN	F028_happy_anticars0001-0057_half.avi
24.387	2.01000000000001	2	4	5	28	TARGET
26.943	1.91	2	4	3	NaN	F028_happy_antimcars0001-0057_half.avi
29.37	1.91	2	4	4	NaN	F028_happy_cars0001-0057_half.avi
31.772	2.009	2	4	0	NaN	NULL
34.325	1.90899999999999	2	4	2	NaN	F028_happy_antim_anticars0001-0057_half.avi
36.753	1.90900000000001	2	4	2	NaN	F028_happy_antim_anticars0001-0057_half.avi
39.181	1.91000000000001	2	4	4	NaN	F028_happy_cars0001-0057_half.avi
41.583	2.01000000000001	2	4	5	28	TARGET
44.136	1.90600000000001	2	4	1	NaN	F028_happy_anticars0001-0057_half.avi
46.562	1.90799999999999	2	4	3	NaN	F028_happy_antimcars0001-0057_half.avi
48.966	2.00899999999999	2	4	0	NaN	NULL
51.495	2.00999999999999	2	4	0	NaN	NULL
54.049	1.90799999999999	2	4	3	NaN	F028_happy_antimcars0001-0057_half.avi
56.477	1.90900000000002	2	4	1	NaN	F028_happy_anticars0001-0057_half.avi
58.903	1.90600000000001	2	4	2	NaN	F028_happy_antim_anticars0001-0057_half.avi
61.307	2.00899999999999	2	4	5	28	TARGET
63.86	1.905	2	4	4	NaN	F028_happy_cars0001-0057_half.avi
66.284	1.904	2	4	4	NaN	F028_happy_cars0001-0057_half.avi
68.707	1.90299999999999	2	4	3	NaN	F028_happy_antimcars0001-0057_half.avi
71.137	1.90900000000002	2	4	2	NaN	F028_happy_antim_anticars0001-0057_half.avi
73.568	1.90899999999999	2	4	1	NaN	F028_happy_anticars0001-0057_half.avi
75.973	2.00899999999999	2	4	0	NaN	NULL
78.503	2.00999999999999	2	4	5	28	TARGET
81.037	2.00999999999999	2	4	5	28	TARGET
83.571	2.00900000000001	2	4	0	NaN	NULL
86.118	1.905	2	4	1	NaN	F028_happy_anticars0001-0057_half.avi
88.547	1.90600000000001	2	4	4	NaN	F028_happy_cars0001-0057_half.avi
90.977	1.90899999999999	2	4	2	NaN	F028_happy_antim_anticars0001-0057_half.avi
93.409	1.90699999999998	2	4	3	NaN	F028_happy_antimcars0001-0057_half.avi
95.84	1.90700000000001	1	4	3	NaN	F024_happy_antimcars0001-0057_half.avi
98.245	2.00900000000001	1	4	5	28	TARGET
100.802	1.90600000000001	1	4	1	NaN	F024_happy_anticars0001-0057_half.avi
103.209	2.00999999999999	1	4	0	NaN	NULL
105.769	1.911	1	4	4	NaN	F024_happy_cars0001-0057_half.avi
108.2	1.90600000000001	1	4	2	NaN	F024_happy_antim_anticars0001-0057_half.avi
110.63	1.90700000000001	1	4	2	NaN	F024_happy_antim_anticars0001-0057_half.avi
113.038	2.00999999999999	1	4	5	28	TARGET
115.593	1.904	1	4	3	NaN	F024_happy_antimcars0001-0057_half.avi
118.019	1.90099999999998	1	4	4	NaN	F024_happy_cars0001-0057_half.avi
120.429	2.00900000000001	1	4	0	NaN	NULL
122.989	1.90900000000002	1	4	1	NaN	F024_happy_anticars0001-0057_half.avi
125.42	1.90699999999998	1	4	1	NaN	F024_happy_anticars0001-0057_half.avi
127.852	1.90900000000002	1	4	4	NaN	F024_happy_cars0001-0057_half.avi
130.262	2.00999999999999	1	4	5	28	TARGET
132.824	1.91	1	4	2	NaN	F024_happy_antim_anticars0001-0057_half.avi
135.255	1.905	1	4	3	NaN	F024_happy_antimcars0001-0057_half.avi
137.664	2.00999999999999	1	4	0	NaN	NULL
140.201	2.00900000000001	1	4	0	NaN	NULL
142.757	1.90499999999997	1	4	3	NaN	F024_happy_antimcars0001-0057_half.avi
145.19	1.90700000000001	1	4	2	NaN	F024_happy_antim_anticars0001-0057_half.avi
147.621	1.90599999999998	1	4	1	NaN	F024_happy_anticars0001-0057_half.avi
150.033	2.00999999999999	1	4	5	28	TARGET
152.596	1.90800000000002	1	4	4	NaN	F024_happy_cars0001-0057_half.avi
155.031	1.90700000000001	1	4	4	NaN	F024_happy_cars0001-0057_half.avi
157.461	1.90400000000002	1	4	3	NaN	F024_happy_antimcars0001-0057_half.avi
159.891	1.90600000000001	1	4	1	NaN	F024_happy_anticars0001-0057_half.avi
162.325	1.904	1	4	2	NaN	F024_happy_antim_anticars0001-0057_half.avi
164.736	2.00999999999999	1	4	0	NaN	NULL
167.274	2.00999999999999	1	4	5	28	TARGET
169.815	2.00900000000001	1	4	5	28	TARGET
172.352	2.01100000000002	1	4	0	NaN	NULL
174.916	1.90699999999998	1	4	2	NaN	F024_happy_antim_anticars0001-0057_half.avi
177.35	1.90699999999998	1	4	4	NaN	F024_happy_cars0001-0057_half.avi
179.782	1.904	1	4	1	NaN	F024_happy_anticars0001-0057_half.avi
182.217	1.90499999999997	1	4	3	NaN	F024_happy_antimcars0001-0057_half.avi
184.649	1.90199999999999	6	3	4	NaN	M030_fear_cars0001-0057_half.avi
187.079	1.90100000000001	6	3	1	NaN	M030_fear_anticars0001-0057_half.avi
189.494	2.00900000000001	6	3	0	NaN	NULL
192.052	1.904	6	3	2	NaN	M030_fear_antim_anticars0001-0057_half.avi
194.466	2.01000000000005	6	3	5	28	TARGET
197.027	1.904	6	3	3	NaN	M030_fear_antimcars0001-0057_half.avi
199.462	1.90699999999998	6	3	3	NaN	M030_fear_antimcars0001-0057_half.avi
