onset	duration	face_or_object	dyn_or_static	button_pushed	stim_name
7.27799999999997	1.375	1	0	28	'8d_dot'
8.81599999999998	1.375	1	0	28	'5h_dot'
10.341	1.375	1	0	NaN	'2s'
11.871	1.375	1	0	NaN	'4h'
13.403	1.375	1	0	28	'6f_dot'
14.925	1.375	1	0	NaN	'1d'
16.443	1.375	1	0	NaN	'7f'
17.962	1.375	1	0	NaN	'3s'
19.493	1.375	1	0	NaN	'3d'
21.019	1.375	1	0	28	'4s_dot'
22.537	1.375	1	0	NaN	'5h'
24.057	1.375	1	0	28	'2h_dot'
25.58	1.375	1	0	NaN	'1f'
27.103	1.375	1	0	28	'7s_dot'
28.624	1.375	1	0	NaN	'8d'
30.144	1.375	1	0	NaN	'6f'
31.674	1.375	2	0	28	'2_dot'
33.2	1.375	2	0	28	'7_dot'
34.696	1.375	2	0	NaN	'4'
36.217	1.375	2	0	28	'8_dot'
37.738	1.375	2	0	28	'5_dot'
39.26	1.375	2	0	28	'3'
40.789	1.375	2	0	NaN	'6'
42.314	1.375	2	0	NaN	'1'
43.819	1.387	2	1	NaN	'8'
45.335	1.382	2	1	28	'5_dot'
46.845	1.382	2	1	NaN	'1'
48.354	1.382	2	1	NaN	'2'
49.861	1.382	2	1	NaN	'6'
51.368	1.382	2	1	NaN	'3'
52.877	1.382	2	1	NaN	'4'
54.384	1.382	2	1	28	'7_dot'
55.894	1.382	2	1	NaN	'1'
57.402	1.382	2	1	NaN	'8'
58.91	1.382	2	1	28	'4_dot'
60.417	1.382	2	1	28	'6_dot'
61.924	1.381	2	1	28	'5_dot'
63.433	1.382	2	1	NaN	'3'
64.941	1.381	2	1	NaN	'7'
66.447	1.382	2	1	NaN	'2'
67.975	1.375	2	0	28	'3_dot'
69.5	1.375	2	0	NaN	'7'
71.02	1.375	2	0	NaN	'2'
72.538	1.375	2	0	NaN	'4'
74.058	1.375	2	0	NaN	'6'
75.576	1.375	2	0	28	'8_dot'
77.098	1.375	2	0	NaN	'1'
78.622	1.375	2	0	28	'5_dot'
80.134	1.382	2	1	NaN	'7'
81.643	1.382	2	1	NaN	'4'
83.15	1.382	2	1	NaN	'3'
84.655	1.382	2	1	NaN	'2'
86.161	1.382	2	1	NaN	'1'
87.67	1.382	2	1	28	'5_dot'
89.178	1.382	2	1	28	'8_dot'
90.685	1.382	2	1	28	'6_dot'
92.213	1.375	2	0	NaN	'7'
93.737	1.375	2	0	NaN	'2'
95.254	1.375	2	0	NaN	'1'
96.773	1.375	2	0	NaN	'3'
98.299	1.375	2	0	28	'6_dot'
99.818	1.375	2	0	NaN	'5'
101.339	1.375	2	0	28	'4_dot'
102.862	1.375	2	0	28	'8_dot'
104.375	1.38	1	1	28	'3s_dot'
105.883	1.38	1	1	28	'4d_dot'
107.388	1.38	1	1	28	'7s_dot'
108.894	1.379	1	1	NaN	'6d'
110.399	1.38	1	1	NaN	'2f'
111.904	1.38	1	1	NaN	'8f'
113.411	1.38	1	1	NaN	'5h'
114.916	1.38	1	1	NaN	'1h'
116.443	1.375	2	0	NaN	'4'
117.963	1.375	2	0	28	'1_dot'
119.483	1.375	2	0	NaN	'7'
121.007	1.375	2	0	NaN	'3'
122.525	1.375	2	0	NaN	'6'
124.045	1.375	2	0	NaN	'8'
125.568	1.375	2	0	28	'2_dot'
127.095	1.375	2	0	NaN	'5'
128.608	1.381	2	1	NaN	'7'
130.116	1.382	2	1	NaN	'1'
131.625	1.382	2	1	NaN	'4'
133.132	1.382	2	1	NaN	'5'
134.639	1.382	2	1	NaN	'2'
136.15	1.382	2	1	NaN	'6'
137.658	1.382	2	1	NaN	'3'
139.165	1.382	2	1	NaN	'8'
140.675	1.38	1	1	28	'3f_dot'
142.182	1.379	1	1	NaN	'7d'
143.687	1.38	1	1	28	'6h_dot'
145.195	1.38	1	1	NaN	'1f'
146.7	1.38	1	1	28	'2s_dot'
148.204	1.38	1	1	28	'8h_dot'
149.711	1.379	1	1	28	'5d_dot'
151.217	1.379	1	1	NaN	'4s'
152.725	1.38	1	1	28	'4h_dot'
154.227	1.38	1	1	NaN	'2d'
155.732	1.38	1	1	28	'6f_dot'
157.237	1.38	1	1	NaN	'5d'
158.742	1.38	1	1	NaN	'1s'
160.247	1.38	1	1	28	'8f_dot'
161.753	1.38	1	1	NaN	'7s'
163.256	1.38	1	1	NaN	'3h'
164.783	1.375	1	0	NaN	'7d'
166.308	1.375	1	0	NaN	'6f'
167.826	1.375	1	0	28	'8d_dot'
169.346	1.375	1	0	NaN	'4f'
170.87	1.375	1	0	NaN	'1h'
172.389	1.375	1	0	NaN	'3s'
173.908	1.375	1	0	28	'5h_dot'
175.43	1.375	1	0	NaN	'2s'
176.96	1.375	1	0	NaN	'5s'
178.487	1.375	1	0	NaN	'6d'
180.007	1.375	1	0	NaN	'2s'
181.528	1.375	1	0	28	'4h_dot'
183.048	1.375	1	0	NaN	'8f'
184.565	1.375	1	0	NaN	'1d'
186.088	1.375	1	0	NaN	'7h'
187.61	1.375	1	0	28	'3f_dot'
189.12	1.38	1	1	NaN	'8d'
190.625	1.38	1	1	NaN	'4h'
192.132	1.38	1	1	NaN	'3s'
193.637	1.379	1	1	NaN	'6h'
195.142	1.38	1	1	NaN	'2d'
196.647	1.379	1	1	NaN	'5f'
198.151	1.38	1	1	28	'1s_dot'
199.656	1.38	1	1	NaN	'7f'
