onset	duration	face_or_object	dyn_or_static	button_pushed	stim_name
7.244	1.387	2	1	NaN	'4'
8.766	1.381	2	1	NaN	'6'
10.274	1.38	2	1	28	'2_dot'
11.792	1.381	2	1	28	'7_dot'
13.3	1.381	2	1	28	'3_dot'
14.808	1.382	2	1	NaN	'8'
16.32	1.382	2	1	NaN	'5'
17.828	1.381	2	1	28	'1_dot'
19.456	1.375	1	0	28	'4s_dot'
20.984	1.375	1	0	28	'3f_dot'
22.517	1.375	1	0	NaN	'8s'
24.039	1.375	1	0	NaN	'1d'
25.565	1.375	1	0	NaN	'5h'
27.091	1.375	1	0	NaN	'2f'
28.619	1.375	1	0	NaN	'6d'
30.143	1.375	1	0	28	'7h_dot'
31.66	1.382	2	1	NaN	'7'
33.165	1.382	2	1	28	'6_dot'
34.674	1.382	2	1	NaN	'3'
36.183	1.382	2	1	28	'8_dot'
37.688	1.382	2	1	NaN	'5'
39.194	1.382	2	1	NaN	'4'
40.699	1.381	2	1	28	'1_dot'
42.207	1.381	2	1	NaN	'2'
43.716	1.38	2	1	NaN	'8'
45.22	1.381	2	1	NaN	'2'
46.721	1.382	2	1	NaN	'3'
48.23	1.382	2	1	NaN	'1'
49.733	1.381	2	1	NaN	'6'
51.241	1.382	2	1	28	'5_dot'
52.743	1.382	2	1	NaN	'4'
54.251	1.382	2	1	NaN	'7'
55.765	1.38	1	1	28	'6s_dot'
57.271	1.38	1	1	NaN	'3d'
58.778	1.38	1	1	NaN	'7h'
60.281	1.38	1	1	28	'8s_dot'
61.784	1.38	1	1	NaN	'5h'
63.289	1.379	1	1	NaN	'1f'
64.795	1.38	1	1	28	'2d_dot'
66.3	1.379	1	1	28	'4f_dot'
67.818	1.382	2	1	28	'5_dot'
69.328	1.381	2	1	NaN	'2'
70.836	1.382	2	1	28	'1_dot'
72.342	1.381	2	1	NaN	'7'
73.851	1.382	2	1	28	'6_dot'
75.358	1.381	2	1	NaN	'8'
76.865	1.382	2	1	NaN	'3'
78.37	1.381	2	1	NaN	'4'
79.899	1.376	2	0	NaN	'7'
81.425	1.375	2	0	28	'3_dot'
82.951	1.375	2	0	NaN	'1'
84.476	1.375	2	0	28	'8_dot'
85.995	1.375	2	0	NaN	'5_dot'
87.517	1.375	2	0	NaN	'4'
89.042	1.375	2	0	28	'2_dot'
90.56	1.375	2	0	NaN	'6'
92.077	1.38	1	1	NaN	'6d'
93.584	1.38	1	1	28	'1f_dot'
95.092	1.38	1	1	28	'5h_dot'
96.599	1.38	1	1	NaN	'3f'
98.104	1.38	1	1	28	'7s_dot'
99.61	1.38	1	1	NaN	'2d'
101.112	1.38	1	1	NaN	'8h'
102.618	1.38	1	1	NaN	'4s'
104.144	1.375	2	0	NaN	'3'
105.666	1.375	2	0	NaN	'7'
107.189	1.375	2	0	NaN	'1'
108.706	1.375	2	0	NaN	'8'
110.226	1.375	2	0	NaN	'4'
111.75	1.375	2	0	NaN	'5'
113.271	1.375	2	0	NaN	'6'
114.792	1.375	2	0	28	'2_dot'
116.322	1.375	1	0	NaN	'6f'
117.845	1.375	1	0	NaN	'1h'
119.371	1.375	1	0	NaN	'4f'
120.895	1.375	1	0	28	'3s_dot'
122.415	1.375	1	0	NaN	'8h'
123.939	1.375	1	0	28	'7s_dot'
125.465	1.375	1	0	NaN	'2d'
126.992	1.375	1	0	NaN	'5d'
128.523	1.375	1	0	28	'5s_dot'
130.041	1.375	1	0	NaN	'2f'
131.563	1.375	1	0	28	'6s_dot'
133.085	1.375	1	0	NaN	'4d'
134.613	1.375	1	0	NaN	'8h'
136.131	1.375	1	0	NaN	'7d'
137.651	1.375	1	0	NaN	'1f'
139.176	1.375	1	0	NaN	'3h'
140.711	1.375	2	0	28	'8_dot'
142.236	1.375	2	0	NaN	'1'
143.765	1.375	2	0	NaN	'3'
145.295	1.375	2	0	NaN	'7'
146.822	1.375	2	0	NaN	'2'
148.353	1.375	2	0	28	'4_dot'
149.872	1.375	2	0	NaN	'5'
151.393	1.375	2	0	NaN	'6'
152.911	1.38	1	1	NaN	'8f'
154.417	1.38	1	1	NaN	'3f'
155.921	1.38	1	1	28	'6h_dot'
157.428	1.38	1	1	NaN	'7s'
158.935	1.379	1	1	NaN	'5d'
160.44	1.38	1	1	NaN	'1s'
161.945	1.379	1	1	NaN	'2d'
163.451	1.38	1	1	NaN	'4h'
164.979	1.375	2	0	NaN	'3'
166.505	1.375	2	0	NaN	'5'
168.035	1.375	2	0	28	'7_dot'
169.563	1.375	2	0	NaN	'4'
171.088	1.375	2	0	28	'2_dot'
172.606	1.375	2	0	NaN	'8'
174.131	1.375	2	0	28	'1_dot'
175.655	1.375	2	0	NaN	'6'
177.191	1.375	1	0	NaN	'4s'
178.715	1.375	1	0	NaN	'5f'
180.243	1.375	1	0	NaN	'8h'
181.764	1.375	1	0	28	'6d_dot'
183.285	1.375	1	0	28	'3d_dot'
184.808	1.375	1	0	NaN	'7f'
186.334	1.375	1	0	NaN	'1s'
187.859	1.375	1	0	28	'2h_dot'
189.372	1.38	1	1	NaN	'8d'
190.877	1.38	1	1	NaN	'6f'
192.383	1.379	1	1	NaN	'4s'
193.89	1.38	1	1	28	'5s_dot'
195.395	1.38	1	1	28	'1d_dot'
196.899	1.38	1	1	28	'7h_dot'
198.401	1.38	1	1	NaN	'3h'
199.907	1.379	1	1	NaN	'2f'
