onset	duration	identity	expression	caric_cond	button_pushed	stim_name
7.21999999999998	1.90000000000001	1	4	4	NaN	F024_happy_cars0001-0057_half.avi
9.65099999999999	1.90599999999998	1	4	1	NaN	F024_happy_anticars0001-0057_half.avi
12.077	1.91	1	4	2	NaN	F024_happy_antim_anticars0001-0057_half.avi
14.477	2.00999999999999	1	4	5	28	TARGET
17.007	2.00900000000001	1	4	0	NaN	NULL
19.559	1.90899999999999	1	4	3	NaN	F024_happy_antimcars0001-0057_half.avi
21.985	1.90899999999999	1	4	3	NaN	F024_happy_antimcars0001-0057_half.avi
24.41	1.90899999999999	1	4	1	NaN	F024_happy_anticars0001-0057_half.avi
26.817	1.89600000000002	1	4	4	NaN	F024_happy_cars0001-0057_half.avi
29.218	2.00999999999999	1	4	0	NaN	NULL
31.745	2.00999999999999	1	4	5	28	TARGET
34.3	1.91000000000003	1	4	2	NaN	F024_happy_antim_anticars0001-0057_half.avi
36.729	1.91000000000003	1	4	2	NaN	F024_happy_antim_anticars0001-0057_half.avi
39.13	2.00999999999999	1	4	0	NaN	NULL
41.677	1.90199999999999	1	4	1	NaN	F024_happy_anticars0001-0057_half.avi
44.104	1.90899999999999	1	4	3	NaN	F024_happy_antimcars0001-0057_half.avi
46.53	1.90699999999998	1	4	4	NaN	F024_happy_cars0001-0057_half.avi
48.933	2.00999999999999	1	4	5	28	TARGET
51.465	2.00999999999999	1	4	5	28	TARGET
54.019	1.90800000000002	1	4	4	NaN	F024_happy_cars0001-0057_half.avi
56.447	1.90899999999999	1	4	3	NaN	F024_happy_antimcars0001-0057_half.avi
58.875	1.90800000000002	1	4	2	NaN	F024_happy_antim_anticars0001-0057_half.avi
61.305	1.90899999999999	1	4	1	NaN	F024_happy_anticars0001-0057_half.avi
63.709	2.00999999999999	1	4	0	NaN	NULL
66.24	2.00999999999999	1	4	0	NaN	NULL
68.798	1.91000000000003	1	4	4	NaN	F024_happy_cars0001-0057_half.avi
71.223	1.90299999999996	1	4	2	NaN	F024_happy_antim_anticars0001-0057_half.avi
73.647	1.904	1	4	3	NaN	F024_happy_antimcars0001-0057_half.avi
76.052	2.00999999999999	1	4	5	28	TARGET
78.607	1.90499999999997	1	4	1	NaN	F024_happy_anticars0001-0057_half.avi
81.034	1.904	1	4	1	NaN	F024_happy_anticars0001-0057_half.avi
83.44	2.00999999999999	1	4	5	28	TARGET
86.001	1.911	1	4	3	NaN	F024_happy_antimcars0001-0057_half.avi
88.407	2.01000000000005	1	4	0	NaN	NULL
90.961	1.90100000000001	1	4	2	NaN	F024_happy_antim_anticars0001-0057_half.avi
93.385	1.90300000000002	1	4	4	NaN	F024_happy_cars0001-0057_half.avi
95.817	1.90499999999997	4	4	3	NaN	M002_happy_antimcars0001-0057_half.avi
98.223	2.00999999999999	4	4	5	28	TARGET
100.779	1.904	4	4	1	NaN	M002_happy_anticars0001-0057_half.avi
103.213	1.90999999999997	4	4	2	NaN	M002_happy_antim_anticars0001-0057_half.avi
105.621	2.00900000000001	4	4	0	NaN	NULL
108.177	1.90600000000001	4	4	4	NaN	M002_happy_cars0001-0057_half.avi
110.608	1.90699999999998	4	4	4	NaN	M002_happy_cars0001-0057_half.avi
113.017	2.00999999999999	4	4	5	28	TARGET
115.577	1.90800000000002	4	4	3	NaN	M002_happy_antimcars0001-0057_half.avi
117.984	2.00900000000001	4	4	0	NaN	NULL
120.541	1.90500000000003	4	4	2	NaN	M002_happy_antim_anticars0001-0057_half.avi
122.97	1.90499999999997	4	4	1	NaN	M002_happy_anticars0001-0057_half.avi
125.398	1.90299999999996	4	4	1	NaN	M002_happy_anticars0001-0057_half.avi
127.808	2.00999999999999	4	4	0	NaN	NULL
130.344	2.00999999999999	4	4	5	28	TARGET
132.901	1.904	4	4	4	NaN	M002_happy_cars0001-0057_half.avi
135.332	1.904	4	4	3	NaN	M002_happy_antimcars0001-0057_half.avi
137.758	1.90200000000004	4	4	2	NaN	M002_happy_antim_anticars0001-0057_half.avi
140.19	1.90500000000003	4	4	2	NaN	M002_happy_antim_anticars0001-0057_half.avi
142.624	1.90799999999996	4	4	3	NaN	M002_happy_antimcars0001-0057_half.avi
145.055	1.90499999999997	4	4	4	NaN	M002_happy_cars0001-0057_half.avi
147.487	1.90300000000002	4	4	1	NaN	M002_happy_anticars0001-0057_half.avi
149.897	2.00900000000001	4	4	5	28	TARGET
152.434	2.00899999999996	4	4	0	NaN	NULL
154.971	2.00900000000001	4	4	0	NaN	NULL
157.527	1.90400000000005	4	4	3	NaN	M002_happy_antimcars0001-0057_half.avi
159.958	1.90100000000001	4	4	1	NaN	M002_happy_anticars0001-0057_half.avi
162.387	1.90199999999999	4	4	4	NaN	M002_happy_cars0001-0057_half.avi
164.818	1.90299999999996	4	4	2	NaN	M002_happy_antim_anticars0001-0057_half.avi
167.231	2.00900000000001	4	4	5	28	TARGET
169.769	2.00900000000001	4	4	5	28	TARGET
172.321	1.89599999999996	4	4	2	NaN	M002_happy_antim_anticars0001-0057_half.avi
174.747	1.89700000000005	4	4	4	NaN	M002_happy_cars0001-0057_half.avi
177.16	2.00899999999996	4	4	0	NaN	NULL
179.72	1.90499999999997	4	4	1	NaN	M002_happy_anticars0001-0057_half.avi
182.152	1.90600000000001	4	4	3	NaN	M002_happy_antimcars0001-0057_half.avi
184.586	1.904	1	5	1	NaN	F024_surprise_anticars0001-0057_half.avi
187.02	1.904	1	5	3	NaN	F024_surprise_antimcars0001-0057_half.avi
189.434	2.00899999999996	1	5	0	NaN	NULL
191.996	1.90699999999998	1	5	2	NaN	F024_surprise_antim_anticars0001-0057_half.avi
194.431	1.904	1	5	4	NaN	F024_surprise_cars0001-0057_half.avi
196.844	2.00900000000001	1	5	5	28	TARGET
199.383	2.01000000000005	1	5	5	28	TARGET
201.951	1.90900000000005	1	5	3	NaN	F024_surprise_antimcars0001-0057_half.avi
204.385	1.904	1	5	1	NaN	F024_surprise_anticars0001-0057_half.avi
206.819	1.904	1	5	4	NaN	F024_surprise_cars0001-0057_half.avi
209.251	1.90300000000002	1	5	2	NaN	F024_surprise_antim_anticars0001-0057_half.avi
211.667	2.00899999999996	1	5	0	NaN	NULL
214.207	2.00900000000001	1	5	0	NaN	NULL
216.773	1.90899999999999	1	5	4	NaN	F024_surprise_cars0001-0057_half.avi
219.208	1.90499999999997	1	5	3	NaN	F024_surprise_antimcars0001-0057_half.avi
221.624	2.00899999999996	1	5	5	28	TARGET
224.187	1.90500000000003	1	5	1	NaN	F024_surprise_anticars0001-0057_half.avi
226.621	1.90199999999999	1	5	2	NaN	F024_surprise_antim_anticars0001-0057_half.avi
229.054	1.89999999999998	1	5	2	NaN	F024_surprise_antim_anticars0001-0057_half.avi
231.481	1.89400000000001	1	5	1	NaN	F024_surprise_anticars0001-0057_half.avi
233.896	2.00999999999999	1	5	5	28	TARGET
236.44	2.00900000000001	1	5	0	NaN	NULL
239.004	1.90499999999997	1	5	3	NaN	F024_surprise_antimcars0001-0057_half.avi
241.438	1.90300000000002	1	5	4	NaN	F024_surprise_cars0001-0057_half.avi
243.873	1.89999999999998	1	5	4	NaN	F024_surprise_cars0001-0057_half.avi
246.304	1.89800000000002	1	5	1	NaN	F024_surprise_anticars0001-0057_half.avi
248.721	2.00799999999998	1	5	0	NaN	NULL
251.265	2.00900000000001	1	5	5	28	TARGET
253.827	1.90199999999999	1	5	2	NaN	F024_surprise_antim_anticars0001-0057_half.avi
256.262	1.90100000000001	1	5	3	NaN	F024_surprise_antimcars0001-0057_half.avi
258.691	1.89499999999998	1	5	3	NaN	F024_surprise_antimcars0001-0057_half.avi
261.125	1.899	1	5	2	NaN	F024_surprise_antim_anticars0001-0057_half.avi
263.542	2.00899999999996	1	5	5	28	TARGET
266.099	1.89499999999998	1	5	4	NaN	F024_surprise_cars0001-0057_half.avi
268.519	2.00900000000001	1	5	0	NaN	NULL
271.078	1.899	1	5	1	NaN	F024_surprise_anticars0001-0057_half.avi
273.514	1.89599999999996	2	4	1	NaN	F028_happy_anticars0001-0057_half.avi
275.949	1.90200000000004	2	4	3	NaN	F028_happy_antimcars0001-0057_half.avi
278.365	2.00900000000001	2	4	5	28	TARGET
280.924	1.89699999999999	2	4	4	NaN	F028_happy_cars0001-0057_half.avi
283.358	1.899	2	4	2	NaN	F028_happy_antim_anticars0001-0057_half.avi
285.774	2.00999999999999	2	4	0	NaN	NULL
288.321	2.00800000000004	2	4	0	NaN	NULL
290.882	1.90100000000007	2	4	3	NaN	F028_happy_antimcars0001-0057_half.avi
293.317	1.899	2	4	1	NaN	F028_happy_anticars0001-0057_half.avi
295.749	1.899	2	4	2	NaN	F028_happy_antim_anticars0001-0057_half.avi
298.187	1.904	2	4	4	NaN	F028_happy_cars0001-0057_half.avi
300.607	2.00999999999999	2	4	5	28	TARGET
303.133	2.00900000000001	2	4	5	28	TARGET
305.698	1.904	2	4	2	NaN	F028_happy_antim_anticars0001-0057_half.avi
308.136	1.90099999999995	2	4	3	NaN	F028_happy_antimcars0001-0057_half.avi
310.555	2.0089999999999	2	4	0	NaN	NULL
313.116	1.899	2	4	1	NaN	F028_happy_anticars0001-0057_half.avi
315.552	1.90100000000007	2	4	4	NaN	F028_happy_cars0001-0057_half.avi
317.99	1.90300000000002	2	4	4	NaN	F028_happy_cars0001-0057_half.avi
320.429	1.90099999999995	2	4	1	NaN	F028_happy_anticars0001-0057_half.avi
322.85	2.00900000000001	2	4	0	NaN	NULL
325.398	2.00900000000001	2	4	5	28	TARGET
327.963	1.90099999999995	2	4	3	NaN	F028_happy_antimcars0001-0057_half.avi
330.4	1.89999999999998	2	4	2	NaN	F028_happy_antim_anticars0001-0057_half.avi
332.835	1.90200000000004	2	4	2	NaN	F028_happy_antim_anticars0001-0057_half.avi
335.277	1.90199999999993	2	4	1	NaN	F028_happy_anticars0001-0057_half.avi
337.7	2.00900000000001	2	4	5	28	TARGET
340.251	2.00900000000001	2	4	0	NaN	NULL
342.81	1.89400000000001	2	4	4	NaN	F028_happy_cars0001-0057_half.avi
345.247	1.899	2	4	3	NaN	F028_happy_antimcars0001-0057_half.avi
